"EnvelopeId","Recipient Name","Recipient Email","Recipient Signed","Field","Value"
"f1f8f6fb-5ae6-43a3-8f29-0544de52f6af","John Doe","johndoe@testing.com","8/7/2015 1:14:27 PM","Employer","TestGroup"
"f1f8f6fb-5ae6-43a3-8f29-0544de52f6af","John Doe","johndoe@testing.com","8/7/2015 1:14:27 PM","eeEmail","johndoe@testing.com"
"f1f8f6fb-5ae6-43a3-8f29-0544de52f6af","John Doe","johndoe@testing.com","8/7/2015 1:14:27 PM","eeSSN","111-22-3333"
"f1f8f6fb-5ae6-43a3-8f29-0544de52f6af","John Doe","johndoe@testing.com","8/7/2015 1:14:27 PM","eeDOB","02/02/1982"
"f1f8f6fb-5ae6-43a3-8f29-0544de52f6af","John Doe","johndoe@testing.com","8/7/2015 1:14:27 PM","eeCoverage","NONE"
"f1f8f6fb-5ae6-43a3-8f29-0544de52f6af","John Doe","johndoe@testing.com","8/7/2015 1:14:27 PM","eeName","John Doe"
"f1f8f6fb-5ae6-43a3-8f29-0544de52f6af","John Doe","johndoe@testing.com","8/7/2015 1:14:27 PM","eeCity","indianapolis"
"f1f8f6fb-5ae6-43a3-8f29-0544de52f6af","John Doe","johndoe@testing.com","8/7/2015 1:14:27 PM","eeState","IN"
"f1f8f6fb-5ae6-43a3-8f29-0544de52f6af","John Doe","johndoe@testing.com","8/7/2015 1:14:27 PM","eeZip","54321"
"f1f8f6fb-5ae6-43a3-8f29-0544de52f6af","John Doe","johndoe@testing.com","8/7/2015 1:14:27 PM","productType","FPPCI"
"f1f8f6fb-5ae6-43a3-8f29-0544de52f6af","John Doe","johndoe@testing.com","8/7/2015 1:14:27 PM","agentCode","26PQD"
"f1f8f6fb-5ae6-43a3-8f29-0544de52f6af","John Doe","johndoe@testing.com","8/7/2015 1:14:27 PM","eeGender","male"
"f1f8f6fb-5ae6-43a3-8f29-0544de52f6af","John Doe","johndoe@testing.com","8/7/2015 1:14:27 PM","spGender","female"
"f1f8f6fb-5ae6-43a3-8f29-0544de52f6af","John Doe","johndoe@testing.com","8/7/2015 1:14:27 PM","spName","Nancy Doe"
"f1f8f6fb-5ae6-43a3-8f29-0544de52f6af","John Doe","johndoe@testing.com","8/7/2015 1:14:27 PM","spDOB","03/03/1983"
"f1f8f6fb-5ae6-43a3-8f29-0544de52f6af","John Doe","johndoe@testing.com","8/7/2015 1:14:27 PM","spSSN","222-33-4444"
"f1f8f6fb-5ae6-43a3-8f29-0544de52f6af","John Doe","johndoe@testing.com","8/7/2015 1:14:27 PM","spCoverage","100,000"
"f1f8f6fb-5ae6-43a3-8f29-0544de52f6af","John Doe","johndoe@testing.com","8/7/2015 1:14:27 PM","spPremium","25.33"
